LAST_POLL,VMID,UUID,dom,rxbytes,rxpackets,rxerrors,rxdrops,txbytes,txpackets,txerrors,txdrops,timecpu,timesys,timeusr,state,memmax,mem,cpus,cputime,memactual,memswap_in,memswap_out,memmajor_fault,memminor_fault,memunused,memavailable,memusable,memlast_update,memdisk_cache,memhugetlb_pgalloc,memhugetlb_pgfail,memrss,vdard_req,vdard_bytes,vdawr_reqs,vdawr_bytes,vdaerror,hdard_req,hdard_bytes,hdawr_reqs,hdawr_bytes,hdaerror,Status
1604414821,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73745627,58442,0,0,1922465,23129,0,0,8.21E+12,39380000000,17970000000,1,786432,786432,2,8.21E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822984,7837,378084352,30453,521016832,-1,148,506260,0,0,-1,Normal
1604414852,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73746459,58458,0,0,1922465,23129,0,0,8.24E+12,39450000000,17980000000,1,786432,786432,2,8.24E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822976,7839,378113024,30636,522851840,-1,148,506260,0,0,-1,Normal
1604414881,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73747457,58476,0,0,1922639,23132,0,0,8.28E+12,39510000000,18010000000,1,786432,786432,2,8.28E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822784,7839,378113024,30683,523150848,-1,148,506260,0,0,-1,Normal
1604414913,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73748379,58493,0,0,1922729,23133,0,0,8.30E+12,39580000000,18080000000,1,786432,786432,2,8.30E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822784,7839,378113024,30795,524584448,-1,148,506260,0,0,-1,Normal
1604414941,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73749107,58507,0,0,1922729,23133,0,0,8.32E+12,39620000000,18120000000,1,786432,786432,2,8.32E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822776,7839,378113024,30867,524998144,-1,148,506260,0,0,-1,Normal
1604414972,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73750089,58525,0,0,1922861,23135,0,0,8.34E+12,39710000000,18160000000,1,786432,786432,2,8.34E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822792,7839,378113024,30988,526521856,-1,148,506260,0,0,-1,Normal
1604415001,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73750877,58540,0,0,1922861,23135,0,0,8.37E+12,39750000000,18210000000,1,786432,786432,2,8.37E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822480,7839,378113024,31055,526878208,-1,148,506260,0,0,-1,Normal
1604415032,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73751709,58556,0,0,1922861,23135,0,0,8.39E+12,39830000000,18260000000,1,786432,786432,2,8.39E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822480,7839,378113024,31207,528524800,-1,148,506260,0,0,-1,Normal
1604415062,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73752489,58571,0,0,1922861,23135,0,0,8.41E+12,39840000000,18270000000,1,786432,786432,2,8.41E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822464,7839,378113024,31236,528725504,-1,148,506260,0,0,-1,Normal
1604415092,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73753419,58588,0,0,1922951,23136,0,0,8.44E+12,40460000000,18310000000,1,786432,786432,2,8.44E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822316,7839,378113024,31392,530380288,-1,148,506260,0,0,-1,Normal
1604415122,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73754319,58605,0,0,1922993,23137,0,0,8.46E+12,40580000000,18370000000,1,786432,786432,2,8.46E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822300,7839,378113024,31456,530724352,-1,148,506260,0,0,-1,Normal
1604415153,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73755099,58620,0,0,1922993,23137,0,0,8.48E+12,40660000000,18410000000,1,786432,786432,2,8.48E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822308,7839,378113024,31621,532456960,-1,148,506260,0,0,-1,Normal
1604415182,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73755939,58636,0,0,1922993,23137,0,0,8.51E+12,40690000000,18440000000,1,786432,786432,2,8.51E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822300,7839,378113024,31640,532596224,-1,148,506260,0,0,-1,Normal
1604415212,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73756719,58651,0,0,1922993,23137,0,0,8.54E+12,40760000000,18490000000,1,786432,786432,2,8.54E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822316,7839,378113024,31853,534570496,-1,148,506260,0,0,-1,Normal
1604415242,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73757559,58667,0,0,1922993,23137,0,0,8.58E+12,41070000000,18510000000,1,786432,786432,2,8.58E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822300,7840,378133504,31859,534603264,-1,148,506260,0,0,-1,Normal
1604415272,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73758339,58682,0,0,1922993,23137,0,0,8.60E+12,41130000000,18530000000,1,786432,786432,2,8.60E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822300,7840,378133504,31975,536045056,-1,148,506260,0,0,-1,Normal
1604415302,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73759119,58697,0,0,1922993,23137,0,0,8.63E+12,41160000000,18620000000,1,786432,786432,2,8.63E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822300,7840,378133504,32038,536393216,-1,148,506260,0,0,-1,Normal
1604415332,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73759899,58712,0,0,1922993,23137,0,0,8.67E+12,41200000000,18660000000,1,786432,786432,2,8.67E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822292,7840,378133504,32143,537781760,-1,148,506260,0,0,-1,Normal
1604415362,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73760949,58731,0,0,1923167,23140,0,0,8.71E+12,41230000000,18710000000,1,786432,786432,2,8.71E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822496,7840,378133504,32212,538166784,-1,148,506260,0,0,-1,Normal
1604415392,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73761729,58746,0,0,1923167,23140,0,0,8.73E+12,41290000000,18750000000,1,786432,786432,2,8.73E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822496,7840,378133504,32385,539915776,-1,148,506260,0,0,-1,Normal
1604415422,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73762509,58761,0,0,1923167,23140,0,0,8.75E+12,41320000000,18790000000,1,786432,786432,2,8.75E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822464,7840,378133504,32395,539981312,-1,148,506260,0,0,-1,Normal
1604415452,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73763289,58776,0,0,1923167,23140,0,0,8.79E+12,42550000000,18840000000,1,786432,786432,2,8.79E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822464,7840,378133504,32566,541726208,-1,148,506260,0,0,-1,Normal
1604415482,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73764129,58792,0,0,1923167,23140,0,0,8.83E+12,42610000000,18880000000,1,786432,786432,2,8.83E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822456,7840,378133504,32570,541767168,-1,148,506260,0,0,-1,Normal
1604415512,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73764909,58807,0,0,1923167,23140,0,0,8.85E+12,42710000000,18930000000,1,786432,786432,2,8.85E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822448,7840,378133504,32741,543532544,-1,148,506260,0,0,-1,Normal
1604415542,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73765689,58822,0,0,1923167,23140,0,0,8.86E+12,42740000000,18950000000,1,786432,786432,2,8.86E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822448,7840,378133504,32787,543798784,-1,148,506260,0,0,-1,Normal
1604415572,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73766469,58837,0,0,1923167,23140,0,0,8.88E+12,42800000000,18980000000,1,786432,786432,2,8.88E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822448,7840,378133504,32956,545506816,-1,148,506260,0,0,-1,Normal
1604415602,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73767249,58852,0,0,1923167,23140,0,0,8.90E+12,42850000000,19010000000,1,786432,786432,2,8.90E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822432,7840,378133504,32968,545601024,-1,148,506260,0,0,-1,Normal
1604415632,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73768089,58868,0,0,1923167,23140,0,0,8.92E+12,42900000000,19040000000,1,786432,786432,2,8.92E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822424,7840,378133504,33084,547046912,-1,148,506260,0,0,-1,Normal
1604415662,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73768869,58883,0,0,1923167,23140,0,0,8.94E+12,42940000000,19100000000,1,786432,786432,2,8.94E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822424,7840,378133504,33149,547407360,-1,148,506260,0,0,-1,Normal
1604415692,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73769649,58898,0,0,1923167,23140,0,0,8.96E+12,43000000000,19130000000,1,786432,786432,2,8.96E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822424,7840,378133504,33255,548808192,-1,148,506260,0,0,-1,Normal
1604415722,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73770429,58913,0,0,1923167,23140,0,0,8.98E+12,43050000000,19160000000,1,786432,786432,2,8.98E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822424,7840,378133504,33326,549201408,-1,148,506260,0,0,-1,Normal
1604415752,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73771269,58929,0,0,1923167,23140,0,0,9.00E+12,44280000000,19320000000,1,786432,786432,2,9.00E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822236,7840,378133504,33432,550602240,-1,148,506260,0,0,-1,Normal
1604415782,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73772049,58944,0,0,1923167,23140,0,0,9.02E+12,44340000000,19370000000,1,786432,786432,2,9.02E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822236,7840,378133504,33502,550983168,-1,148,506260,0,0,-1,Normal
1604415812,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73772829,58959,0,0,1923167,23140,0,0,9.05E+12,44450000000,19450000000,1,786432,786432,2,9.05E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,822228,7840,378133504,33695,552850944,-1,148,506260,0,0,-1,Normal
1604415842,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73773609,58974,0,0,1923167,23140,0,0,9.08E+12,44490000000,19490000000,1,786432,786432,2,9.08E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821984,7840,378133504,33713,552973824,-1,148,506260,0,0,-1,Normal
1604415874,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73774651,58993,0,0,1923299,23142,0,0,9.10E+12,44570000000,19530000000,1,786432,786432,2,9.10E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821984,7840,378133504,33820,554386944,-1,148,506260,0,0,-1,Normal
1604415902,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73775439,59008,0,0,1923341,23143,0,0,9.12E+12,44630000000,19560000000,1,786432,786432,2,9.12E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821968,7840,378133504,33887,554792448,-1,148,506260,0,0,-1,Normal
1604415933,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73776309,59024,0,0,1923431,23144,0,0,9.15E+12,44670000000,19590000000,1,786432,786432,2,9.15E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821960,7840,378133504,33991,556103168,-1,148,506260,0,0,-1,Normal
1604415961,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73777037,59038,0,0,1923431,23144,0,0,9.17E+12,44730000000,19650000000,1,786432,786432,2,9.17E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821776,7840,378133504,34075,556676608,-1,148,506260,0,0,-1,Normal
1604415992,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73778079,59057,0,0,1923563,23146,0,0,9.19E+12,44810000000,19700000000,1,786432,786432,2,9.19E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821760,7840,378133504,34183,558134784,-1,148,506260,0,0,-1,Normal
1604416022,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73778859,59072,0,0,1923563,23146,0,0,9.22E+12,44920000000,19790000000,1,786432,786432,2,9.22E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821820,7840,378133504,34252,558528000,-1,148,506260,0,0,-1,Normal
1604416052,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73779639,59087,0,0,1923563,23146,0,0,9.25E+12,44990000000,19830000000,1,786432,786432,2,9.25E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821636,7840,378133504,34370,559998464,-1,148,506260,0,0,-1,Normal
1604416082,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73780419,59102,0,0,1923563,23146,0,0,9.28E+12,45080000000,19880000000,1,786432,786432,2,9.28E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821612,7844,378235904,34440,560379392,-1,148,506260,0,0,-1,Normal
1604416113,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73781469,59121,0,0,1923695,23148,0,0,9.30E+12,45170000000,19970000000,1,786432,786432,2,9.30E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821592,7845,378240000,34593,561997312,-1,148,506260,0,0,-1,Normal
1604416141,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73782197,59135,0,0,1923695,23148,0,0,9.32E+12,45220000000,19990000000,1,786432,786432,2,9.32E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821584,7845,378240000,34614,562152960,-1,148,506260,0,0,-1,Normal
1604416172,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73783029,59151,0,0,1923695,23148,0,0,9.34E+12,45270000000,20020000000,1,786432,786432,2,9.34E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821536,7845,378240000,34808,564012544,-1,148,506260,0,0,-1,Normal
1604416201,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73783877,59167,0,0,1923695,23148,0,0,9.37E+12,45290000000,20080000000,1,786432,786432,2,9.37E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821552,7845,378240000,34835,564184576,-1,148,506260,0,0,-1,Normal
1604416232,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73784709,59183,0,0,1923695,23148,0,0,9.41E+12,45360000000,20170000000,1,786432,786432,2,9.41E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821536,7845,378240000,34958,565712384,-1,148,506260,0,0,-1,Normal
1604416262,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73785549,59199,0,0,1923695,23148,0,0,9.45E+12,45480000000,20200000000,1,786432,786432,2,9.45E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821536,7845,378240000,35016,566019584,-1,148,506260,0,0,-1,Normal
1604416292,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73786329,59214,0,0,1923695,23148,0,0,9.49E+12,45540000000,20230000000,1,786432,786432,2,9.49E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821536,7845,378240000,35132,567465472,-1,148,506260,0,0,-1,Normal
1604416322,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73787109,59229,0,0,1923695,23148,0,0,9.53E+12,45580000000,20250000000,1,786432,786432,2,9.53E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821536,7845,378240000,35194,567805440,-1,148,506260,0,0,-1,Normal
1604416352,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73787979,59245,0,0,1923785,23149,0,0,9.55E+12,45640000000,20310000000,1,786432,786432,2,9.55E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821536,7845,378240000,35352,569439744,-1,148,506260,0,0,-1,Normal
1604416382,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73788939,59263,0,0,1923869,23151,0,0,9.57E+12,45660000000,20340000000,1,786432,786432,2,9.57E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821756,7845,378240000,35376,569611776,-1,148,506260,0,0,-1,Normal
1604416412,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73789826,59279,0,0,1923869,23151,0,0,9.59E+12,45740000000,20380000000,1,786432,786432,2,9.59E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821748,7845,378240000,35533,571278848,-1,148,506260,0,0,-1,Normal
1604416442,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73790606,59294,0,0,1923869,23151,0,0,9.61E+12,45760000000,20430000000,1,786432,786432,2,9.61E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821748,7845,378240000,35583,571553280,-1,148,506260,0,0,-1,Normal
1604416472,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73791386,59309,0,0,1923939,23152,0,0,9.64E+12,45810000000,20480000000,1,786432,786432,2,9.64E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821748,7845,378240000,35741,573224448,-1,148,506260,0,0,-1,Normal
1604416502,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73792226,59325,0,0,1923939,23152,0,0,9.67E+12,45880000000,20510000000,1,786432,786432,2,9.67E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821748,7845,378240000,35762,573363712,-1,148,506260,0,0,-1,Normal
1604416532,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73793006,59340,0,0,1923939,23152,0,0,9.70E+12,46000000000,20550000000,1,786432,786432,2,9.70E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821732,7846,378244096,35908,574969344,-1,148,506260,0,0,-1,Normal
1604416562,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73793786,59355,0,0,1923939,23152,0,0,9.72E+12,46050000000,20570000000,1,786432,786432,2,9.72E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821724,7846,378244096,35951,575239680,-1,148,506260,0,0,-1,Normal
1604416592,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73794566,59370,0,0,1923939,23152,0,0,9.75E+12,46160000000,20610000000,1,786432,786432,2,9.75E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821724,7846,378244096,36073,576767488,-1,148,506260,0,0,-1,Normal
1604416622,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73795406,59386,0,0,1923939,23152,0,0,9.79E+12,46210000000,20630000000,1,786432,786432,2,9.79E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821716,7846,378244096,36133,577082880,-1,148,506260,0,0,-1,Normal
1604416652,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73796186,59401,0,0,1923939,23152,0,0,9.82E+12,46280000000,20660000000,1,786432,786432,2,9.82E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821716,7846,378244096,36293,578807296,-1,148,506260,0,0,-1,Normal
1604416682,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73796966,59416,0,0,1923939,23152,0,0,9.84E+12,46400000000,20690000000,1,786432,786432,2,9.84E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821716,7846,378244096,36345,579081728,-1,148,506260,0,0,-1,Normal
1604416712,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73797746,59431,0,0,1923939,23152,0,0,9.85E+12,47590000000,20780000000,1,786432,786432,2,9.85E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821548,7846,378244096,36389,579679744,-1,148,506260,0,0,-1,Normal
1604416742,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73798586,59447,0,0,1923939,23152,0,0,9.87E+12,47690000000,20840000000,1,786432,786432,2,9.87E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821540,7846,378244096,36511,580818432,-1,148,506260,0,0,-1,Normal
1604416775,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73799418,59463,0,0,1923939,23152,0,0,9.90E+12,47780000000,20900000000,1,786432,786432,2,9.90E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821536,7846,378244096,36585,581711360,-1,148,506260,0,0,-1,Normal
1604416802,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73800146,59477,0,0,1923939,23152,0,0,9.92E+12,47860000000,20940000000,1,786432,786432,2,9.92E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821536,7846,378244096,36697,582718976,-1,148,506260,0,0,-1,Normal
1604416847,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73801290,59499,0,0,1923939,23152,0,0,9.96E+12,48230000000,21010000000,1,786432,786432,2,9.96E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821336,7846,378244096,36808,584136192,-1,148,506260,0,0,-1,Normal
1604416862,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73801766,59508,0,0,1923939,23152,0,0,9.96E+12,48320000000,21040000000,1,786432,786432,2,9.96E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821336,7846,378244096,36880,584631808,-1,148,506260,0,0,-1,Normal
1604416896,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73802860,59528,0,0,1924113,23155,0,0,9.99E+12,48400000000,21100000000,1,786432,786432,2,9.99E+12,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821168,7846,378244096,36952,585516544,-1,148,506260,0,0,-1,Normal
1604416922,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73803626,59542,0,0,1924203,23156,0,0,1.00E+13,48480000000,21150000000,1,786432,786432,2,1.00E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,821168,7846,378244096,37058,586487296,-1,148,506260,0,0,-1,Normal
1604416953,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73804536,59559,0,0,1924245,23157,0,0,1.00E+13,48550000000,21210000000,1,786432,786432,2,1.00E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820408,7846,378244096,37172,587970048,-1,148,506260,0,0,-1,Normal
1604416981,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73805264,59573,0,0,1924245,23157,0,0,1.01E+13,48650000000,21240000000,1,786432,786432,2,1.01E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820400,7846,378244096,37246,588404224,-1,148,506260,0,0,-1,Normal
1604417012,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73806216,59591,0,0,1924377,23159,0,0,1.01E+13,48760000000,21300000000,1,786432,786432,2,1.01E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820400,7846,378244096,37368,589956608,-1,148,506260,0,0,-1,Normal
1604417041,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73807094,59607,0,0,1924509,23161,0,0,1.01E+13,48830000000,21330000000,1,786432,786432,2,1.01E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820240,7846,378244096,37434,590325248,-1,148,506260,0,0,-1,Normal
1604417072,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73807996,59624,0,0,1924509,23161,0,0,1.01E+13,48930000000,21360000000,1,786432,786432,2,1.01E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820240,7846,378244096,37546,591840768,-1,148,506260,0,0,-1,Normal
1604417102,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73808776,59639,0,0,1924509,23161,0,0,1.01E+13,49040000000,21390000000,1,786432,786432,2,1.01E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820224,7846,378244096,37613,592205312,-1,148,506260,0,0,-1,Normal
1604417132,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73809616,59655,0,0,1924509,23161,0,0,1.02E+13,49160000000,21430000000,1,786432,786432,2,1.02E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820224,7846,378244096,37785,594015744,-1,148,506260,0,0,-1,Normal
1604417162,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73810546,59672,0,0,1924641,23163,0,0,1.02E+13,49200000000,21460000000,1,786432,786432,2,1.02E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820216,7846,378244096,37806,594159104,-1,148,506260,0,0,-1,Normal
1604417192,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73811326,59687,0,0,1924641,23163,0,0,1.02E+13,49280000000,21480000000,1,786432,786432,2,1.02E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820216,7846,378244096,37930,595703296,-1,148,506260,0,0,-1,Normal
1604417221,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73812114,59702,0,0,1924641,23163,0,0,1.02E+13,49370000000,21530000000,1,786432,786432,2,1.02E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820208,7847,378252288,37986,596002304,-1,148,506260,0,0,-1,Normal
1604417252,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73813006,59719,0,0,1924641,23163,0,0,1.03E+13,49440000000,21590000000,1,786432,786432,2,1.03E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820208,7847,378252288,38105,597476864,-1,148,506260,0,0,-1,Normal
1604417281,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73813734,59733,0,0,1924641,23163,0,0,1.03E+13,49470000000,21640000000,1,786432,786432,2,1.03E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820168,7847,378252288,38164,597804544,-1,148,506260,0,0,-1,Normal
1604417312,8,"""91f77f47-3827-475f-8f7d-a345f00305c3""",one-34,73814566,59749,0,0,1924641,23163,0,0,1.03E+13,49670000000,21690000000,1,786432,786432,2,1.03E+13,786432,0,0,0,150,653992,738548,603104,1604405111,66100,0,0,820416,7847,378252288,38285,599299584,-1,148,506260,0,0,-1,Normal
